stitch_id,drug_name,smiles
CID100004240,mometasone,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CCl)O)C)O)Cl)C
CID100004248,montelukast,CC(C)(C1=CC=CC=C1CCC(C2=CC=CC(=C2)C=CC3=NC4=C(C=CC(=C4)Cl)C=C3)SCC5(CC5)CC(=O)O)O
CID100004253,morphine,CN1CCC23C4C1CC5=C2C(=C(C=C5)O)OC3C(C=C4)O
CID100004259,moxifloxacin,COC1=C2C(=CC(=C1N3CC4CCCNC4C3)F)C(=O)C(=CN2C5CC5)C(=O)O
CID100004264,mupirocin,CC(C1C(O1)CC2COC(C(C2O)O)CC(=CC(=O)OCCCCCCCCC(=O)O)C)C(C)O
CID100004271,mycophenolate,CC1=C2COC(=O)C2=C(C(=C1OC)CC=C(C)CCC(=O)[O-])O
CID100004272,mycophenolic,
CID100004274,tetrofosmin,CCOCCP(CCOCC)CCP(CCOCC)CCOCC
CID100004409,nabumetone,CC(=O)CCC1=CC2=C(C=C1)C=C(C=C2)OC
CID100004411,nadolol,CC(C)(C)NCC(COC1=CC=CC2=C1CC(C(C2)O)O)O
CID100004419,nalbuphine,C1CC(C1)CN2CCC34C5C(CCC3(C2CC6=C4C(=C(C=C6)O)O5)O)O
CID100004421,nalidixic,CCN1C=C(C(=O)C2=C1N=C(C=C2)C)C(=O)O
CID100004422,nalmefene,C=C1CCC2(C3CC4=C5C2(C1OC5=C(C=C4)O)CCN3CC6CC6)O
CID100004425,naloxone,C=CCN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)O)O4)O
CID100004428,naltrexone,C1CC1CN2CCC34C5C(=O)CCC3(C2CC6=C4C(=C(C=C6)O)O5)O
CID100004432,nandrolone,CC12CCC3C(C1CCC2O)CCC4=CC(=O)CCC34
CID100004436,naphazoline,C1CN=C(N1)CC2=CC=CC3=CC=CC=C32
CID100004440,naratriptan,CNS(=O)(=O)CCC1=CC2=C(C=C1)NC=C2C3CCN(CC3)C
CID100004443,nateglinide,CC(C)C1CCC(CC1)C(=O)NC(CC2=CC=CC=C2)C(=O)O
CID100004449,nefazodone,CCC1=NN(C(=O)N1CCOC2=CC=CC=C2)CCCN3CCN(CC3)C4=CC(=CC=C4)Cl
CID100004450,nefopam,CN1CCOC(C2=CC=CC=C2C1)C3=CC=CC=C3
CID100004451,nelfinavir,CC1=C(C=CC=C1O)C(=O)NC(CSC2=CC=CC=C2)C(CN3CC4CCCCC4CC3C(=O)NC(C)(C)C)O
CID100004454,neomycin,C1C(C(C(C(C1N)OC2C(C(C(C(O2)CN)O)O)N)OC3C(C(C(O3)CO)OC4C(C(C(C(O4)CN)O)O)N)O)O)N
CID100004456,neostigmine,CN(C)C(=O)OC1=CC=CC(=C1)[N+](C)(C)C
CID100004463,nevirapine,CC1=C2C(=NC=C1)N(C3=C(C=CC=N3)C(=O)N2)C4CC4
CID100004473,nicardipine,CC1=C(C(C(=C(N1)C)C(=O)OCCN(C)CC2=CC=CC=C2)C3=CC(=CC=C3)[N+](=O)[O-])C(=O)OC
CID100004485,nifedipine,CC1=C(C(C(=C(N1)C)C(=O)OC)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC
CID100004493,nilutamide,CC1(C(=O)N(C(=O)N1)C2=CC(=C(C=C2)[N+](=O)[O-])C(F)(F)F)C
CID100004497,nimodipine,CC1=C(C(C(=C(N1)C)C(=O)OC(C)C)C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OCCOC
CID100004499,nisoldipine,CC1=C(C(C(=C(N1)C)C(=O)OCC(C)C)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC
CID100004506,nitrazepam,C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3
CID100004509,nitrofurantoin,C1C(=O)NC(=O)N1N=CC2=CC=C(O2)[N+](=O)[O-]
CID100004510,nitroglycerin,C(C(CO[N+](=O)[O-])O[N+](=O)[O-])O[N+](=O)[O-]
CID100004513,nizatidine,CNC(=C[N+](=O)[O-])NCCSCC1=CSC(=N1)CN(C)C
CID100004536,norethisterone,CC12CCC3C(C1CCC2(C#C)O)CCC4=CC(=O)CCC34
CID100004539,norfloxacin,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O
CID100004542,levonorgestrel,CCC12CCC3C(C1CCC2(C#C)O)CCC4=CC(=O)CCC34
CID100004543,nortriptyline,CNCCC=C1C2=CC=CC=C2CCC3=CC=CC=C31
CID100004547,repaglinide,CCOC1=C(C=CC(=C1)CC(=O)NC(CC(C)C)C2=CC=CC=C2N3CCCCC3)C(=O)O
CID100004568,nystatin,CC1C=CC=CCCC=CC=CC=CC=CC(CC2C(C(CC(O2)(CC(C(CCC(CC(CC(CC(=O)OC(C(C1O)C)C)O)O)O)O)O)O)O)C(=O)O)OC3C(C(C(C(O3)C)O)N)O
CID100004583,ofloxacin,CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O
CID100004585,olanzapine,CC1=CC2=C(S1)NC3=CC=CC=C3N=C2N4CCN(CC4)C
CID100004594,omeprazole,CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC
CID100004595,ondansetron,CC1=NC=CN1CC2CCC3=C(C2=O)C4=CC=CC=C4N3C
CID100004599,orlistat,CCCCCCCCCCCC(CC1C(C(=O)O1)CCCCCC)OC(=O)C(CC(C)C)NC=O
CID100004601,orphenadrine,CC1=CC=CC=C1C(C2=CC=CC=C2)OCCN(C)C
CID100004603,oseltamivir,CCC(CC)OC1C=C(CC(C1NC(=O)C)N)C(=O)OCC
CID100004607,oxacillin,CC1=C(C(=NO1)C2=CC=CC=C2)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)O
CID100004609,oxaliplatin,C1CCC(C(C1)[NH-])[NH-].C(=O)(C(=O)O)O.[Pt+2]
CID100004614,oxaprozin,C1=CC=C(C=C1)C2=C(OC(=N2)CCC(=O)O)C3=CC=CC=C3
CID100004616,oxazepam,C1=CC=C(C=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O
CID100004623,oxiconazole,C1=CC(=C(C=C1Cl)Cl)CON=C(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl
CID100004631,oxprenolol,CC(C)NCC(COC1=CC=CC=C1OCC=C)O
CID100004634,oxybutynin,CCN(CC)CC#CCOC(=O)C(C1CCCCC1)(C2=CC=CC=C2)O
CID100004635,oxycodone,CN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)OC)O4)O
CID100004638,oxymetholone,CC12CCC3C(C1CCC2(C)O)CCC4C3(CC(=CO)C(=O)C4)C
CID100004639,oxymorphone,CN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)O)O4)O
CID100004649,APAs,C1=CC(=C(C=C1N)O)C(=O)O
CID100004666,paclitaxel,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C
CID100004673,pamidronate,C(CN)C(O)(P(=O)(O)O)P(=O)(O)O
CID100004675,pancuronium,CC(=O)OC1CC2CCC3C(C2(CC1[N+]4(CCCCC4)C)C)CCC5(C3CC(C5OC(=O)C)[N+]6(CCCCC6)C)C
CID100004678,dexpanthenol,CC(C)(CO)C(C(=O)NCCCO)O
CID100004679,pantoprazole,COC1=C(C(=NC=C1)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC(F)F)OC
CID100004680,papaverine,COC1=C(C=C(C=C1)CC2=NC=CC3=CC(=C(C=C32)OC)OC)OC
CID100004689,paromomycin,C1C(C(C(C(C1N)OC2C(C(C(C(O2)CO)O)O)N)OC3C(C(C(O3)CO)OC4C(C(C(C(O4)CN)O)O)N)O)O)N
CID100004691,paroxetine,C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4
CID100004695,isosulfan,
CID100004724,penbutolol,CC(C)(C)NCC(COC1=CC=CC=C1C2CCCC2)O
CID100004725,penciclovir,C1=NC2=C(N1CCC(CO)CO)N=C(NC2=O)N
CID100004727,D-penicillamine,CC(C)(C(C(=O)O)N)S
CID100004730,penicillin,CC1(C(N2C(S1)C(C2=O)NC(=O)CC3=CC=CC=C3)C(=O)O)C
CID100004735,pentamidine,C1=CC(=CC=C1C(=N)N)OCCCCCOC2=CC=C(C=C2)C(=N)N
CID100004736,pentazocine,CC1C2CC3=C(C1(CCN2CC=C(C)C)C)C=C(C=C3)O
CID100004737,pentobarbital,CCCC(C)C1(C(=O)NC(=O)NC1=O)CC
CID100004739,pentostatin,C1C(C(OC1N2C=NC3=C2NC=NCC3O)CO)O
CID100004740,pentoxifylline,CC(=O)CCCCN1C(=O)C2=C(N=CN2C)N(C1=O)C
CID100004745,pergolide,CCCN1CC(CC2C1CC3=CNC4=CC=CC2=C34)CSC
CID100004746,perhexiline,C1CCC(CC1)C(CC2CCCCN2)C3CCCCC3
CID100004747,propericiazine,C1CN(CCC1O)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C#N
CID100004748,perphenazine,C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl)CCO
CID100004756,phenylazo,
CID100004763,phenobarbital,CCC1(C(=O)NC(=O)NC1=O)C2=CC=CC=C2
CID100004768,phenoxybenzamine,CC(COC1=CC=CC=C1)N(CCCl)CC2=CC=CC=C2
CID100004771,phentermine,CC(C)(CC1=CC=CC=C1)N
CID100004775,4-PBA,C1=CC=C(C=C1)CCCC(=O)[O-].[Na+]
CID100004782,phenylephrine,CNCC(C1=CC(=CC=C1)O)O
CID100004786,phenylpropanolamine,CC(C(C1=CC=CC=C1)O)N
CID100004810,moxonidine,CC1=NC(=C(C(=N1)Cl)NC2=NCCN2)OC
CID100004811,physostigmine,CC12CCN(C1N(C3=C2C=C(C=C3)OC(=O)NC)C)C
CID100004812,vitamin,C1=CC=C(C=C1)C(C#N)OC2C(C(C(C(O2)C(=O)O)O)O)O
CID100004819,pilocarpine,CCC1C(COC1=O)CC2=CN=CN2C
CID100004828,pindolol,CC(C)NCC(COC1=CC=CC2=C1C=CN2)O
CID100004829,pioglitazone,CCC1=CN=C(C=C1)CCOC2=CC=C(C=C2)CC3C(=O)NC(=O)S3
CID100004834,piperacillin,CCN1CCN(C(=O)C1=O)C(=O)NC(C2=CC=CC=C2)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)O
CID100004845,pirbuterol,CC(C)(C)NCC(C1=NC(=C(C=C1)O)CO)O
CID100004865,podophyllotoxin,COC1=CC(=CC(=C1OC)OC)C2C3C(COC3=O)C(C4=CC5=C(C=C24)OCO5)O
CID100004868,polymyxin,
CID100004870,polythiazide,
CID100004885,pramipexole,CCCNC1CCC2=C(C1)SC(=N2)N
CID100004889,pravastatin,CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC(CC(CC(=O)O)O)O)O
CID100004891,praziquantel,C1CCC(CC1)C(=O)N2CC3C4=CC=CC=C4CCN3C(=O)C2
CID100004893,prazosin,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4=CC=CO4)N)OC
CID100004894,prednisolone,CC12CC(C3C(C1CCC2(C(=O)CO)O)CCC4=CC(=O)C=CC34C)O
CID100004895,prednisolone,CC12CC(C3C(C1CCC2(C(=O)CO)O)CCC4=CC(=O)C=CC34C)O
CID100004896,prednisolone,CC12CC(C3C(C1CCC2(C(=O)CO)O)CCC4=CC(=O)C=CC34C)O
CID100004900,prednisone,CC12CC(=O)C3C(C1CCC2(C(=O)CO)O)CCC4=CC(=O)C=CC34C
CID100004906,prilocaine,CCCNC(C)C(=O)NC1=CC=CC=C1C
CID100004908,primaquine,CC(CCCN)NC1=C2C(=CC(=C1)OC)C=CC=N2
CID100004909,primidone,CCC1(C(=O)NCNC1=O)C2=CC=CC=C2
CID100004911,probenecid,CCCN(CCC)S(=O)(=O)C1=CC=C(C=C1)C(=O)O
CID100004913,procainamide,CCN(CC)CCNC(=O)C1=CC=C(C=C1)N
CID100004914,procaine,CCN(CC)CCOC(=O)C1=CC=C(C=C1)N
CID100004915,procarbazine,CC(C)NC(=O)C1=CC=C(C=C1)CNNC
CID100004917,prochlorperazine,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl
CID100004920,progesterone,CC(=O)C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C
CID100004923,proguanil,CC(C)N=C(N)N=C(N)NC1=CC=C(C=C1)Cl
CID100004927,promethazine,CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)N(C)C
CID100004932,propafenone,CCCNCC(COC1=CC=CC=C1C(=O)CCC2=CC=CC=C2)O
CID100004934,propantheline,CC(C)[N+](C)(CCOC(=O)C1C2=CC=CC=C2OC3=CC=CC=C13)C(C)C
CID100004935,proparacaine,CCCOC1=C(C=C(C=C1)C(=O)OCCN(CC)CC)N
CID100004943,propofol,CC(C)C1=C(C(=CC=C1)C(C)C)O
CID100004946,propranolol,CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O
CID100004976,protriptyline,CNCCCC1C2=CC=CC=C2C=CC3=CC=CC=C13
CID100004989,pyrantel,CN1CCCN=C1C=CC2=CC=CS2
CID100004991,pyridostigmine,C[N+]1=CC=CC(=C1)OC(=O)N(C)C
CID100004992,mepyramine,CN(C)CCN(CC1=CC=C(C=C1)OC)C2=CC=CC=N2
CID100004993,pyrimethamine,CCC1=C(C(=NC(=N1)N)N)C2=CC=C(C=C2)Cl
CID100004999,quazepam,C1C(=S)N(C2=C(C=C(C=C2)Cl)C(=N1)C3=CC=CC=C3F)CC(F)(F)F
CID100005002,quetiapine,C1CN(CCN1CCOCCO)C2=NC3=CC=CC=C3SC4=CC=CC=C42
CID100005005,quinapril,CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2CC3=CC=CC=C3CC2C(=O)O
CID100005029,rabeprazole,CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCCCOC
CID100005032,ephedrine,CC(C(C1=CC=CC=C1)O)NC
CID100005035,raloxifene,C1CCN(CC1)CCOC2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O
CID100005038,ramipril,CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2C3CCCC3CC2C(=O)O
CID100005039,ranitidine,CNC(=C[N+](=O)[O-])NCCSCC1=CC=C(O1)CN(C)C
CID100005040,rapamycin,CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)O)C)C)O)OC)C)C)C)OC
CID100005051,rescinnamine,COC1C(CC2CN3CCC4=C(C3CC2C1C(=O)OC)NC5=C4C=CC(=C5)OC)OC(=O)C=CC6=CC(=C(C(=C6)OC)OC)OC
CID100005052,reserpine,COC1C(CC2CN3CCC4=C(C3CC2C1C(=O)OC)NC5=C4C=CC(=C5)OC)OC(=O)C6=CC(=C(C(=C6)OC)OC)OC
CID100005064,ribavirin,C1=NC(=NN1C2C(C(C(O2)CO)O)O)C(=O)N
CID100005070,riluzole,C1=CC2=C(C=C1OC(F)(F)F)SC(=N2)N
CID100005071,rimantadine,CC(C12CC3CC(C1)CC(C3)C2)N
CID100005073,risperidone,CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F
CID100005076,ritonavir,CC(C)C1=NC(=CS1)CN(C)C(=O)NC(C(C)C)C(=O)NC(CC2=CC=CC=C2)CC(C(CC3=CC=CC=C3)NC(=O)OCC4=CN=CS4)O
CID100005077,rivastigmine,CCN(C)C(=O)OC1=CC=CC(=C1)C(C)N(C)C
CID100005078,rizatriptan,CN(C)CCC1=CNC2=C1C=C(C=C2)CN3C=NC=N3
CID100005090,rofecoxib,CS(=O)(=O)C1=CC=C(C=C1)C2=C(C(=O)OC2)C3=CC=CC=C3
CID100005095,ropinirole,CCCN(CCC)CCC1=C2CC(=O)NC2=CC=C1
CID100005106,roxithromycin,CCC1C(C(C(C(=NOCOCCOC)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)O)(C)O
CID100005152,salmeterol,C1=CC=C(C=C1)CCCCOCCCCCCNCC(C2=CC(=C(C=C2)O)CO)O
CID100005155,stavudine,CC1=CN(C(=O)NC1=O)C2C=CC(O2)CO
CID100005161,salsalate,C1=CC=C(C(=C1)C(=O)OC2=CC=CC=C2C(=O)O)O
CID100005184,scopolamine,CN1C2CC(CC1C3C2O3)OC(=O)C(CO)C4=CC=CC=C4
CID100005193,secobarbital,CCCC(C)C1(C(=O)NC(=O)NC1=O)CC=C
CID100005195,deprenyl,CC(CC1=CC=CC=C1)N(C)CC#C
CID100005203,sertraline,CNC1CCC(C2=CC=CC=C12)C3=CC(=C(C=C3)Cl)Cl
CID100005206,sevoflurane,C(OC(C(F)(F)F)C(F)(F)F)F
CID100005210,sibutramine,CC(C)CC(C1(CCC1)C2=CC=C(C=C2)Cl)N(C)C
CID100005212,sildenafil,CCCC1=NN(C2=C1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)C)OCC)C
CID100005214,silver,[Ag]
CID100005215,sulfadiazine,C1=CN=C(N=C1)NS(=O)(=O)C2=CC=C(C=C2)N
CID100005238,sodium,[Na]
CID100005245,risedronate,C1=CC(=CN=C1)CC(O)(P(=O)(O)O)P(=O)(O)O
CID100005248,sodium,[Na]
CID100005253,sotalol,CC(C)NCC(C1=CC=C(C=C1)NS(=O)(=O)C)O
CID100005257,sparfloxacin,CC1CN(CC(N1)C)C2=C(C(=C3C(=C2F)N(C=C(C3=O)C(=O)O)C4CC4)N)F
CID100005267,spironolactone,CC(=O)SC1CC2=CC(=O)CCC2(C3C1C4CCC5(C4(CC3)C)CCC(=O)O5)C
CID100005291,imatinib,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5
CID100005297,streptomycin,CC1C(C(C(O1)OC2C(C(C(C(C2O)O)N=C(N)N)O)N=C(N)N)OC3C(C(C(C(O3)CO)O)O)NC)(C=O)O
CID100005300,streptozotocin,CN(C(=O)NC1C(C(C(OC1O)CO)O)O)N=O
CID100005311,vorinostat,C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO
CID100005314,succinylcholine,C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C
CID100005318,sulconazole,C1=CC(=CC=C1CSC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl)Cl
CID100005320,sulfacetamide,CC(=O)NS(=O)(=O)C1=CC=C(C=C1)N
CID100005329,sulfamethoxazole,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N
CID100005333,sulfonamide,C1=CC(=CC=C1N)S(=O)(=O)N
CID100005352,sulindac,CC1=C(C2=C(C1=CC3=CC=C(C=C3)S(=O)C)C=CC(=C2)F)CC(=O)O
CID100005358,sumatriptan,CNS(=O)(=O)CC1=CC2=C(C=C1)NC=C2CCN(C)C
CID100005359,suprofen,CC(C1=CC=C(C=C1)C(=O)C2=CC=CS2)C(=O)O
CID100005372,tacrolimus,CC1CC(C2C(CC(C(O2)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C(CC(=O)C(C=C(C1)C)CC=C)O)C)C(=CC4CCC(C(C4)OC)O)C)O)C)OC)OC
CID100005376,tamoxifen,CCC(=C(C1=CC=CC=C1)C2=CC=C(C=C2)OCCN(C)C)C3=CC=CC=C3
CID100005379,gatifloxacin,CC1CN(CCN1)C2=C(C=C3C(=C2OC)N(C=C(C3=O)C(=O)O)C4CC4)F
CID100005381,tazarotene,CCOC(=O)C1=CN=C(C=C1)C#CC2=CC3=C(C=C2)SCCC3(C)C
CID100005391,temazepam,CN1C2=C(C=C(C=C2)Cl)C(=NC(C1=O)O)C3=CC=CC=C3
CID100005394,temozolomide,CN1C(=O)N2C=NC(=C2N=N1)C(=O)N
CID100005396,teniposide,COC1=CC(=CC(=C1O)OC)C2C3C(COC3=O)C(C4=CC5=C(C=C24)OCO5)OC6C(C(C7C(O6)COC(O7)C8=CC=CS8)O)O
CID100005401,terazosin,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4CCCO4)N)OC
CID100005402,terbinafine,CC(C)(C)C#CC=CCN(C)CC1=CC=CC2=CC=CC=C21
CID100005403,terbutaline,CC(C)(C)NCC(C1=CC(=CC(=C1)O)O)O
CID100005404,terconazole,CC(C)N1CCN(CC1)C2=CC=C(C=C2)OCC3COC(O3)(CN4C=NC=N4)C5=C(C=C(C=C5)Cl)Cl
CID100005407,testolactone,CC12CCC3C(C1CCC(=O)O2)CCC4=CC(=O)C=CC34C
CID100005408,testosterone,CC12CCC3C(C1CCC2O)CCC4=CC(=O)CCC34C
CID100005409,testosterone,CC12CCC3C(C1CCC2O)CCC4=CC(=O)CCC34C
CID100005410,testosterone,CC12CCC3C(C1CCC2O)CCC4=CC(=O)CCC34C
CID100005411,tetracaine,CCCCNC1=CC=C(C=C1)C(=O)OCCN(C)C
CID100005419,tetrahydrozoline,C1CC(C2=CC=CC=C2C1)C3=NCCN3
CID100005426,thalidomide,C1CC(=O)NC(=O)C1N2C(=O)C3=CC=CC=C3C2=O
CID100005430,thiabendazole,C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3
CID100005452,thioridazine,CN1CCCCC1CCN2C3=CC=CC=C3SC4=C2C=C(C=C4)SC
CID100005453,thiotepa,C1CN1P(=S)(N2CC2)N3CC3
CID100005454,thiothixene,CN1CCN(CC1)CCC=C2C3=CC=CC=C3SC4=C2C=C(C=C4)S(=O)(=O)N(C)C
CID100005466,tiagabine,CC1=C(SC=C1)C(=CCCN2CCCC(C2)C(=O)O)C3=C(C=CS3)C
CID100005468,tiaprofenic,
CID100005470,tibolone,CC1CC2=C(CCC(=O)C2)C3C1C4CCC(C4(CC3)C)(C#C)O
CID100005472,ticlopidine,C1CN(CC2=C1SC=C2)CC3=CC=CC=C3Cl
CID100005478,timolol,CC(C)(C)NCC(COC1=NSN=C1N2CCOCC2)O
CID100005479,tinidazole,CCS(=O)(=O)CCN1C(=NC=C1[N+](=O)[O-])C
CID100005483,tiopronin,CC(C(=O)NCC(=O)O)S
CID100005486,tirofiban,CCCCS(=O)(=O)NC(CC1=CC=C(C=C1)OCCCCC2CCNCC2)C(=O)O
CID100005487,tizanidine,C1CN=C(N1)NC2=C(C=CC3=NSN=C32)Cl
CID100005496,tobramycin,C1C(C(C(C(C1N)OC2C(C(C(C(O2)CO)O)N)O)O)OC3C(CC(C(O3)CN)O)N)N
CID100005503,tolazamide,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN2CCCCCC2
CID100005505,tolbutamide,CCCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)C
CID100005508,tolmetin,CC1=CC=C(C=C1)C(=O)C2=CC=C(N2C)CC(=O)O
CID100005512,tolterodine,CC1=CC(=C(C=C1)O)C(CCN(C(C)C)C(C)C)C2=CC=CC=C2
CID100005514,topiramate,CC1(OC2COC3(C(C2O1)OC(O3)(C)C)COS(=O)(=O)N)C
CID100005515,topotecan,CCC1(C2=C(COC1=O)C(=O)N3CC4=CC5=C(C=CC(=C5CN(C)C)O)N=C4C3=C2)O
CID100005516,toremifene,CN(C)CCOC1=CC=C(C=C1)C(=C(CCCl)C2=CC=CC=C2)C3=CC=CC=C3
CID100005523,tramadol,CN(C)CC1CCCCC1(C2=CC(=CC=C2)OC)O
CID100005524,tramazoline,C1CCC2=C(C1)C=CC=C2NC3=NCCN3
CID100005525,trandolapril,CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2C3CCCCC3CC2C(=O)O
CID100005526,tranexamic,
CID100005530,tranylcypromine,C1C(C1N)C2=CC=CC=C2
CID100005533,trazodone,C1CN(CCN1CCCN2C(=O)N3C=CC=CC3=N2)C4=CC(=CC=C4)Cl
CID100005538,retinoic,
CID100005544,triamcinolone,CC12CC(C3(C(C1CC(C2(C(=O)CO)O)O)CCC4=CC(=O)C=CC43C)F)O
CID100005546,triamterene,C1=CC=C(C=C1)C2=NC3=C(N=C(N=C3N=C2N)N)N
CID100005556,triazolam,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4Cl
CID100005564,triclosan,C1=CC(=C(C=C1Cl)O)OC2=C(C=C(C=C2)Cl)Cl
CID100005565,trien,C(CNCCNCCN)N
CID100005566,trifluoperazine,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F
CID100005572,trihexyphenidyl,C1CCC(CC1)C(CCN2CCCCC2)(C3=CC=CC=C3)O
CID100005576,trimethadione,CC1(C(=O)N(C(=O)O1)C)C
CID100005577,trimethobenzamide,CN(C)CCOC1=CC=C(C=C1)CNC(=O)C2=CC(=C(C(=C2)OC)OC)OC
CID100005578,trimethoprim,COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N
CID100005582,trimetrexate,CC1=C(C=CC2=C1C(=NC(=N2)N)N)CNC3=CC(=C(C(=C3)OC)OC)OC
CID100005584,trimipramine,CC(CN1C2=CC=CC=C2CCC3=CC=CC=C31)CN(C)C
CID100005591,troglitazone,CC1=C(C2=C(CCC(O2)(C)COC3=CC=C(C=C3)CC4C(=O)NC(=O)S4)C(=C1O)C)C
CID100005593,tropicamide,CCN(CC1=CC=NC=C1)C(=O)C(CO)C2=CC=CC=C2
CID100005595,tropisetron,CN1C2CCC1CC(C2)OC(=O)C3=CNC4=CC=CC=C43
CID100005596,trospium,C1CC[N+]2(C1)C3CCC2CC(C3)OC(=O)C(C4=CC=CC=C4)(C5=CC=CC=C5)O
CID100005625,delavirdine,CC(C)NC1=C(N=CC=C1)N2CCN(CC2)C(=O)C3=CC4=C(N3)C=CC(=C4)NS(=O)(=O)C
CID100005636,unoprostone,CCCCCCCC(=O)CCC1C(CC(C1CC=CCCCC(=O)O)O)O
CID100005645,UDCA,CC(CCC(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C
CID100005647,VACV,
CID100005650,valsartan,CCCCC(=O)N(CC1=CC=C(C=C1)C2=CC=CC=C2C3=NNN=N3)C(C(C)C)C(=O)O
CID100005651,Vancocine,CC1C(C(CC(O1)OC2C(C(C(OC2OC3=C4C=C5C=C3OC6=C(C=C(C=C6)C(C(C(=O)NC(C(=O)NC5C(=O)NC7C8=CC(=C(C=C8)O)C9=C(C=C(C=C9O)O)C(NC(=O)C(C(C1=CC(=C(O4)C=C1)Cl)O)NC7=O)C(=O)O)CC(=O)N)NC(=O)C(CC(C)C)NC)O)Cl)CO)O)O)(C)N)O
CID100005656,venlafaxine,CN(C)CC(C1=CC=C(C=C1)OC)C2(CCCCC2)O
CID100005665,vigabatrin,C=CC(CCC(=O)O)N
CID100005672,vinorelbine,CCC1=CC2CC(C3=C(CN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC
CID100005717,zafirlukast,CC1=CC=CC=C1S(=O)(=O)NC(=O)C2=CC(=C(C=C2)CC3=CN(C4=C3C=C(C=C4)NC(=O)OC5CCCC5)C)OC
